,date,blk,age_days,age_sply,btc_blk_est,DailyIssuedNtv,DailyIssuedUSD,inf_pct_ann,S2F,AdrActCnt,BlkCnt,BlkSizeByte,BlkSizeMeanByte,CapMVRVCur,CapMrktCurUSD,CapRealUSD,DiffMean,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,PriceBTC,PriceUSD,PriceRealUSD,SplyCur,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,notes
12,2016-02-20 00:00:00+00:00,3805.0,12.0,0.08386075231935856,374112.0,6396.827534719836,,1.3258044042667718,0.7542590722898104,6611.0,298.0,1960729.0,6579.62751678,,2729667.4879951216,0.0,220949.518225201,0.0213391010802469,,0.01,,110.6219,,0.003545613,1.55,0.0,1761075.79870653,5184.0,5077.0,64147.33885075,,14.58330505,,2.01,,74039.43971362,,Bittrex price data
13,2016-02-21 00:00:00+00:00,4116.0,13.0,0.08418497712920095,374256.0,6808.721006690059,,1.4057384064005545,0.7113699074072659,7603.0,311.0,1126081.0,3620.8392283,,2899330.6123296805,0.0,246628.295112913,0.0508134699361774,,0.05,,151.2717,,0.0037374659999999996,1.64,0.0,1767884.51971322,3075.0,1196.0,16314.37448059,,20.62688207,,4.9972812,,24669.75095486,,Bittrex price data
14,2016-02-22 00:00:00+00:00,4352.0,14.0,0.08452873701399571,374400.0,7218.957580690039,,1.4843751649727583,0.6736841356533692,10371.0,236.0,1734508.0,7349.61016949,,3088680.0504914033,0.0,259035.408179392,0.0553358685868587,,0.05,,184.43445,,0.003974872,1.74,0.0,1775103.47729391,4410.0,1097.0,100428.690444,,150.97026784,,4.99837699,,165614.38381884,,Bittrex price data
15,2016-02-23 00:00:00+00:00,4643.0,15.0,0.08489442867985143,374544.0,7679.524982969975,,1.5722758267294212,0.6360207178661239,17464.0,291.0,2481311.0,8526.8419244,,3405115.534348841,0.0,213318.348511174,0.0508153276764759,,0.05,,281.4661,,0.004539621,1.91,0.0,1782783.00227688,6855.0,1376.0,91347.22044177,,205.88992575,,5.285356575,,283304.53783358,,Bittrex price data
16,2016-02-24 00:00:00+00:00,4992.0,16.0,0.0853826972847181,374688.0,10253.640702200122,,2.0872852046597634,0.47909121272337307,18857.0,349.0,2716204.0,7782.81948424,,4787407.836754144,0.0,243747.169014844,0.0507721836545577,,0.05,,301.89140401,,0.006283092,2.67,0.0,1793036.64297908,7592.0,1986.0,78402.78700293,,88.54470236,,3.022079815,,175849.77889268,,Bittrex price data
17,2016-02-25 00:00:00+00:00,5275.0,17.0,0.08578566319355953,374832.0,8462.28408567002,,1.7145354043047627,0.5832483817419308,7902.0,283.0,1798238.0,6354.19787986,,4305582.435684753,0.0,302787.204074434,0.0561177984913793,,0.05,,156.231951,,0.005629623,2.39,0.0,1801498.92706475,4141.0,1434.0,204428.39526636,,213.93275764,,5.02352706,,306779.57445501,,Bittrex price data
18,2016-02-26 00:00:00+00:00,5536.0,18.0,0.08615535799928524,374976.0,7763.59092023992,,1.5662241701903645,0.6384782070362612,7346.0,261.0,1337046.0,5122.7816092,,4396507.918703526,0.0,306046.977308553,0.0519740454325761,,0.05,,107.5343,,0.005623048,2.43,0.0,1809262.51798499,3314.0,1171.0,118953.92232331,,134.37531204,,5.12416833,,157353.49039719,,Bittrex price data
19,2016-02-27 00:00:00+00:00,5797.0,19.0,0.08653082408983238,375120.0,7884.787901489995,,1.5837723087836657,0.6314038921213354,6165.0,261.0,1173992.0,4498.05363985,,3943209.6537736617,0.0,269200.256402956,0.0547163394109397,,0.05,,78.0255,,0.0050171090000000005,2.17,0.0,1817147.30588648,2690.0,1295.0,123048.77897822,,108.31479388,,3.95900459,,140267.65807581,,Bittrex price data
20,2016-02-28 00:00:00+00:00,6116.0,20.0,0.08698395672576,375264.0,9515.785354479915,,1.9014243354671263,0.5259215322677188,10258.0,319.0,1670609.0,5237.01880878,,4091725.3243797505,0.0,253340.2539789,0.0518011984569224,,0.05,,120.852196,,0.005167243,2.24,0.0,1826663.09124096,3859.0,1501.0,20515.00349835,,44.32810977,,3.43524418,,66536.49277105,,Bittrex price data
21,2016-02-29 00:00:00+00:00,6399.0,21.0,0.08738215467858429,375408.0,8362.157009310089,,1.6632944485687586,0.6012164598159309,8778.0,283.0,1694038.0,5986.0,,3780152.0113955564,0.0,263915.4903619,0.0434850388052754,,0.05,,112.10443004,,0.00470642,2.06,0.0,1835025.24825027,3931.0,2287.0,26906.91048775,,15.86688531,,5.05722413,,36287.5667129,,Bittrex price data
22,2016-03-01 00:00:00+00:00,6695.0,22.0,0.08780061805146143,375552.0,8787.730830420041,,1.7396133932751459,0.5748403661788979,8330.0,296.0,1779293.0,6011.125,,3171358.3240187867,0.0,267529.830302503,0.0463226149130939,,0.05,,119.92925001,,0.003952933,1.72,0.0,1843812.97908069,4012.0,2257.0,38001.1863794,,85.59102719,,6.3604991,,193178.94835682,,Bittrex price data
23,2016-03-02 00:00:00+00:00,6956.0,23.0,0.0881705870142481,375696.0,7769.348218519939,,1.531561442313075,0.6529284247909294,5446.0,261.0,1116834.0,4279.05747126,,3147689.956408657,0.0,271623.747905259,0.0567460825863521,,0.05,,67.35760003,,0.004009529,1.7,0.0,1851582.32729921,2445.0,1588.0,33824.14329453,,108.28585226,,3.91775029,,171957.93339416,,Bittrex price data
24,2016-03-03 00:00:00+00:00,7278.0,24.0,0.08862843869133429,375840.0,9614.885218810057,,1.8855783155390327,0.5303412707703571,10602.0,322.0,1997527.0,6203.5,,3238483.1497813547,0.0,263438.238540392,0.04729693044742,,0.05,,144.82320103,,0.004126645,1.74,0.0,1861197.21251802,4619.0,2235.0,1053664.91242366,,1507.20388138,,5.31218137,,3368600.67489348,,Bittrex price data
25,2016-03-04 00:00:00+00:00,7538.0,25.0,0.08900169912533429,375984.0,7838.469113999978,,1.5307579489931216,0.6532711462695749,4819.0,260.0,1027372.0,3951.43076923,,3252122.086039715,0.0,268855.750757206,0.0387407347102041,,0.05,,47.45740002,,0.004234195,1.74,0.0,1869035.68163202,2494.0,1622.0,429959.83574745,,289.09064702,,9.8595395,,468905.02947363,,Bittrex price data
26,2016-03-05 00:00:00+00:00,7836.0,26.0,0.0894284023972319,376128.0,8960.768709850032,,1.741579744998915,0.5741913356948366,11988.0,298.0,1959833.0,6576.62080537,,3173814.0010777605,0.0,256794.912212925,0.0540588669036335,,0.05,,136.877051,,0.004218988,1.69,0.0,1877996.45034187,3983.0,1366.0,28282.97807585,,80.89728931,,4.972106395,,110505.69719976,,Bittrex price data
27,2016-03-06 00:00:00+00:00,8122.0,27.0,0.08983653957395715,376272.0,8570.880711229984,,1.6582347251039575,0.6030509341416115,9077.0,286.0,1571610.0,5495.13986014,,3829731.6820377926,0.0,255788.69168174,0.04549818745637,,0.05,,104.28184565,,0.004979029,2.03,0.0,1886567.3310531,3680.0,1846.0,76043.54079905,,112.05984216,,6.42171973,,206862.46863229,,Bittrex price data
28,2016-03-07 00:00:00+00:00,8410.0,28.0,0.09024587087570905,376416.0,8595.957336789928,,1.6555430590859168,0.6040314049893302,7458.0,288.0,1496456.0,5196.02777778,,4093552.7029221626,0.0,265021.365183431,0.0441311679026764,,0.05,,90.68955004,,0.005213362,2.16,0.0,1895163.28838989,3447.0,2042.0,81092.60767833,,111.93947354,,10.94177903,,228580.40496519,,Bittrex price data
29,2016-03-08 00:00:00+00:00,8699.0,29.0,0.09065880194874429,376560.0,8671.552533739945,,1.6624954049478102,0.601505421924094,7493.0,289.0,1678260.0,5807.12802768,,4435935.179352058,0.0,269827.064221034,0.0394602012707182,,0.05,,99.99215002,,0.005628426999999999,2.33,0.0,1903834.84092363,3938.0,1670.0,105912.13779132,,162.23689883,,9.0577413,,270935.62103983,,Bittrex price data
30,2016-03-09 00:00:00+00:00,8971.0,30.0,0.09104376705731858,376704.0,8084.267280060099,,1.5433485363270774,0.6479417814331428,5794.0,272.0,1220647.0,4487.67279412,,4741559.388345151,0.0,257551.220982332,0.035802373289987,,0.02,,55.06405012,,0.00597792,2.48,0.0,1911919.10820369,2847.0,1704.0,99306.46366337,,224.63072354,,9.895608725,,382770.75290495,,Bittrex price data
31,2016-03-10 00:00:00+00:00,9314.0,31.0,0.0915227193139762,376848.0,10057.997389809927,,1.9101003006729256,0.5235327169194736,12873.0,343.0,2193468.0,6394.95043732,,4458986.88497692,0.0,259474.039149407,0.0361326880789085,,0.022,,97.99185007,,0.005561815,2.32,0.0,1921977.1055935,4341.0,2004.0,278869.71243173,,148.6581403,,8.51062772,,297910.91316689,,Bittrex price data
32,2016-03-11 00:00:00+00:00,9571.0,32.0,0.09188861239575905,376992.0,7683.754717440112,,1.4534007138506817,0.6880414950055799,5565.0,257.0,1092775.0,4252.04280156,,4631186.064746256,0.0,314383.382514012,0.0403995208333333,,0.05,,40.722717,,0.005691385,2.4,0.0,1929660.86031094,2252.0,1212.0,479974.5585567,,828.36749425,,3.11135339,,1003981.40302659,,Bittrex price data
33,2016-03-12 00:00:00+00:00,9852.0,33.0,0.09228841899727382,377136.0,8395.938631810015,,1.5812320889059666,0.6324182307050742,10736.0,281.0,1924459.0,6848.60854093,,4418769.50158947,0.0,296778.001278202,0.0385834458183857,,0.05,,103.24930101,,0.0055390890000000005,2.28,0.0,1938056.79894275,4036.0,1908.0,42950.17702902,,79.38541807,,8.35482528,,151467.37768185,,Bittrex price data
34,2016-03-13 00:00:00+00:00,10124.0,34.0,0.09267247473040857,377280.0,8065.170395829948,,1.5126427021829587,0.6610946514711357,9172.0,272.0,1552478.0,5707.63970588,,4631770.28702582,0.0,278768.674280844,0.0446170716152331,,0.05,,67.95180007,,0.00574782,2.38,0.0,1946121.96933858,2829.0,1562.0,17650.43231909,,19.21444473,,8.0835332,,30012.96266862,,Bittrex price data
